0, 0
1, 3
2, 1
3, 4
4, 7
5, 10
6, 13
7, 16
8, 14
9, 12
10, 10
11, 8
12, 0
13, 3
14, 6
15, 4
16, 7
17, 5
18, 3
19, 1
20, 0
21, 0
22, 0
23, 0
24, 3
25, 1
26, 0
27, 0
28, 0
29, 3
30, 6
31, 4
32, 2
33, 5
34, 3
35, 1
36, 0
37, 0
38, 0
39, 0
40, 0
41, 3
42, 6
43, 9
44, 12
45, 10
46, 8
47, 11
48, 14
49, 12
50, 10
51, 8
52, 11
53, 9
54, 7
55, 5
56, 3
57, 6
58, 9
59, 12
60, 15
61, 13
62, 0
